年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
40.0,主管,已婚,高中,市話,221.0,2,94.465,-41.8,從未
39.0,家管,已婚,小學,手機,123.0,2,93.444,-36.1,頻繁
57.0,藍領,離婚,小學,市話,84.0,4,94.465,-41.8,頻繁
50.0,技術員,已婚,大學,手機,1353.0,2,92.37899999999999,-29.8,一次
67.0,主管,已婚,小學,手機,299.0,2,92.431,-26.9,一次
33.0,主管,已婚,高中,市話,84.0,3,93.994,-36.4,偶爾
37.0,家管,單身,高中,手機,165.0,1,92.89299999999999,-46.2,頻繁
49.0,藍領,已婚,高中,手機,166.0,6,93.444,-36.1,偶爾
46.0,藍領,已婚,高中,手機,675.0,1,92.89299999999999,-46.2,頻繁
45.0,技術員,離婚,專科,手機,112.0,2,93.444,-36.1,從未
41.0,主管,已婚,國中,市話,244.0,6,93.994,-36.4,從未
34.0,技術員,已婚,專科,市話,51.0,2,93.444,-36.1,頻繁
53.0,藍領,已婚,國中,市話,95.0,1,93.994,-36.4,頻繁
35.0,主管,單身,大學,手機,199.0,2,93.444,-36.1,頻繁
38.0,主管,已婚,國中,手機,35.0,25,93.91799999999999,-42.7,一次
56.0,退休,已婚,大學,手機,331.0,1,93.444,-36.1,偶爾
31.0,藍領,單身,未知,手機,424.0,2,93.075,-47.1,頻繁
45.0,經理,已婚,大學,市話,105.0,2,93.994,-36.4,頻繁
36.0,藍領,單身,高中,市話,90.0,2,93.994,-36.4,偶爾
34.0,技術員,離婚,專科,市話,442.0,3,94.465,-41.8,頻繁
45.0,主管,已婚,高中,手機,457.0,8,93.444,-36.1,一次
36.0,主管,已婚,高中,手機,136.0,13,93.91799999999999,-42.7,從未
31.0,主管,已婚,高中,市話,55.0,1,93.994,-36.4,頻繁
42.0,主管,單身,大學,手機,324.0,1,93.91799999999999,-42.7,一次
37.0,服務業,已婚,高中,市話,58.0,3,92.89299999999999,-46.2,頻繁
37.0,自僱人士,已婚,國中,市話,243.0,1,94.465,-41.8,從未
28.0,主管,單身,高中,市話,265.0,1,93.994,-36.4,從未
40.0,家管,已婚,小學,市話,30.0,4,94.465,-41.8,偶爾
36.0,自僱人士,單身,大學,市話,237.0,3,94.465,-41.8,從未
37.0,藍領,已婚,小學,市話,191.0,1,93.994,-36.4,從未
31.0,主管,單身,大學,手機,138.0,2,93.444,-36.1,頻繁
54.0,藍領,已婚,國中,手機,140.0,2,93.444,-36.1,從未
46.0,主管,離婚,專科,手機,276.0,2,93.91799999999999,-42.7,頻繁
39.0,服務業,已婚,高中,市話,132.0,2,93.994,-36.4,偶爾
37.0,經理,已婚,國中,市話,30.0,2,93.994,-36.4,一次
35.0,藍領,已婚,未知,手機,40.0,8,92.89299999999999,-46.2,頻繁
29.0,主管,單身,大學,市話,10.0,27,94.465,-41.8,頻繁
58.0,主管,已婚,大學,手機,554.0,2,93.2,-42.0,從未
27.0,無業,單身,大學,市話,27.0,1,93.91799999999999,-42.7,偶爾
39.0,自僱人士,單身,國中,市話,90.0,1,93.994,-36.4,從未
50.0,技術員,已婚,專科,手機,467.0,1,93.444,-36.1,一次
41.0,技術員,離婚,專科,手機,18.0,1,92.756,-45.9,頻繁
33.0,技術員,單身,大學,手機,340.0,1,92.89299999999999,-46.2,從未
34.0,經理,離婚,國中,市話,271.0,5,93.994,-36.4,一次
29.0,自僱人士,單身,專科,市話,199.0,7,94.465,-41.8,從未
34.0,未知,已婚,小學,手機,94.0,1,93.075,-47.1,從未
33.0,學生,單身,未知,市話,137.0,3,92.963,-40.8,一次
54.0,技術員,已婚,國中,手機,198.0,3,93.2,-42.0,偶爾
27.0,學生,單身,高中,手機,101.0,1,92.89299999999999,-46.2,一次
38.0,主管,單身,國中,市話,247.0,5,94.465,-41.8,從未
37.0,企業家,離婚,高中,手機,524.0,4,93.91799999999999,-42.7,頻繁
42.0,未知,單身,大學,手機,513.0,1,94.215,-40.3,一次
45.0,服務業,已婚,高中,手機,184.0,2,93.075,-47.1,頻繁
33.0,技術員,已婚,專科,市話,100.0,1,94.465,-41.8,偶爾
51.0,藍領,已婚,小學,手機,102.0,2,93.444,-36.1,從未
29.0,主管,單身,大學,市話,1130.0,8,93.91799999999999,-42.7,從未
53.0,主管,離婚,大學,市話,53.0,2,94.465,-41.8,從未
50.0,藍領,已婚,專科,手機,247.0,1,92.89299999999999,-46.2,偶爾
58.0,經理,已婚,國中,市話,48.0,2,93.994,-36.4,頻繁
38.0,藍領,已婚,國中,市話,1045.0,3,94.465,-41.8,頻繁
47.0,經理,已婚,國中,手機,709.0,2,92.649,-30.1,從未
45.0,服務業,離婚,未知,市話,474.0,2,94.465,-41.8,一次
55.0,主管,單身,高中,手機,461.0,2,93.075,-47.1,一次
36.0,藍領,已婚,國中,手機,95.0,1,93.2,-42.0,一次
27.0,藍領,已婚,國中,手機,653.0,1,92.89299999999999,-46.2,偶爾
46.0,主管,離婚,大學,市話,14.0,12,94.465,-41.8,偶爾
40.0,主管,離婚,高中,手機,46.0,2,93.444,-36.1,一次
69.0,藍領,已婚,未知,手機,400.0,3,92.20100000000001,-31.4,頻繁
42.0,家管,已婚,未知,市話,345.0,4,94.465,-41.8,頻繁
33.0,自僱人士,已婚,大學,手機,99.0,2,93.91799999999999,-42.7,頻繁
32.0,藍領,已婚,大學,手機,159.0,1,92.89299999999999,-46.2,頻繁
40.0,藍領,已婚,國中,手機,113.0,3,93.2,-42.0,偶爾
29.0,藍領,已婚,國中,手機,413.0,1,92.89299999999999,-46.2,從未
83.0,退休,已婚,高中,手機,155.0,1,92.713,-33.0,偶爾
35.0,藍領,已婚,國中,手機,157.0,1,93.91799999999999,-42.7,一次
37.0,自僱人士,已婚,大學,手機,279.0,1,92.89299999999999,-46.2,從未
26.0,藍領,單身,國中,市話,83.0,2,94.465,-41.8,一次
45.0,服務業,已婚,高中,市話,171.0,6,93.994,-36.4,從未
40.0,主管,離婚,高中,手機,270.0,5,93.91799999999999,-42.7,偶爾
31.0,藍領,單身,國中,市話,143.0,1,93.994,-36.4,一次
38.0,藍領,已婚,小學,市話,383.0,3,93.994,-36.4,一次
29.0,技術員,單身,國中,手機,141.0,1,92.89299999999999,-46.2,一次
50.0,經理,已婚,大學,市話,442.0,2,94.465,-41.8,一次
34.0,主管,單身,大學,手機,910.0,2,93.369,-34.8,偶爾
24.0,學生,單身,高中,市話,103.0,7,93.994,-36.4,偶爾
58.0,經理,離婚,大學,市話,39.0,2,93.2,-42.0,偶爾
33.0,企業家,已婚,國中,手機,168.0,7,93.91799999999999,-42.7,從未
43.0,經理,已婚,大學,手機,87.0,2,93.075,-47.1,一次
48.0,技術員,已婚,高中,市話,418.0,8,93.994,-36.4,偶爾
45.0,退休,已婚,國中,手機,601.0,1,93.444,-36.1,頻繁
25.0,學生,單身,未知,手機,121.0,1,92.20100000000001,-31.4,頻繁
28.0,主管,單身,大學,手機,148.0,1,92.20100000000001,-31.4,一次
44.0,主管,已婚,大學,手機,201.0,1,92.89299999999999,-46.2,一次
56.0,經理,已婚,國中,手機,62.0,2,93.2,-42.0,從未
38.0,藍領,單身,國中,手機,95.0,1,93.91799999999999,-42.7,一次
37.0,技術員,單身,高中,市話,675.0,5,94.465,-41.8,從未
49.0,藍領,已婚,小學,市話,27.0,2,94.465,-41.8,從未
58.0,服務業,離婚,專科,市話,293.0,1,93.994,-36.4,頻繁
40.0,主管,離婚,專科,市話,539.0,12,93.994,-36.4,偶爾
37.0,主管,單身,大學,手機,62.0,1,93.444,-36.1,偶爾
34.0,技術員,已婚,高中,手機,190.0,1,94.055,-39.8,偶爾
41.0,自僱人士,已婚,大學,手機,92.0,1,93.444,-36.1,從未
37.0,企業家,已婚,大學,手機,163.0,1,92.649,-30.1,一次
33.0,企業家,已婚,大學,手機,285.0,2,93.91799999999999,-42.7,頻繁
29.0,主管,單身,大學,市話,128.0,1,92.963,-40.8,一次
29.0,無業,已婚,大學,手機,317.0,1,92.89299999999999,-46.2,頻繁
35.0,主管,單身,高中,市話,195.0,4,93.994,-36.4,偶爾
52.0,主管,已婚,高中,手機,163.0,2,93.444,-36.1,偶爾
35.0,藍領,已婚,國中,市話,102.0,1,93.994,-36.4,一次
52.0,藍領,已婚,國中,市話,22.0,2,93.994,-36.4,頻繁
41.0,主管,已婚,未知,手機,277.0,1,93.91799999999999,-42.7,偶爾
45.0,經理,已婚,專科,市話,98.0,2,93.994,-36.4,偶爾
29.0,企業家,離婚,國中,市話,596.0,1,93.994,-36.4,偶爾
54.0,技術員,已婚,高中,市話,193.0,1,93.91799999999999,-42.7,偶爾
32.0,主管,單身,大學,市話,376.0,1,92.431,-26.9,一次
35.0,藍領,已婚,國中,市話,115.0,6,93.994,-36.4,從未
27.0,主管,單身,專科,市話,117.0,3,93.075,-47.1,一次
52.0,退休,已婚,專科,手機,389.0,5,93.91799999999999,-42.7,頻繁
36.0,服務業,已婚,高中,市話,225.0,2,93.994,-36.4,偶爾
41.0,藍領,已婚,國中,市話,201.0,1,94.465,-41.8,一次
23.0,學生,單身,國中,手機,276.0,1,94.055,-39.8,從未
31.0,藍領,已婚,國中,手機,126.0,2,93.075,-47.1,從未
50.0,主管,已婚,國中,手機,84.0,1,93.444,-36.1,一次
51.0,家管,離婚,高中,手機,460.0,1,93.91799999999999,-42.7,頻繁
41.0,家管,已婚,高中,市話,86.0,1,93.91799999999999,-42.7,偶爾
36.0,主管,已婚,高中,市話,103.0,3,93.994,-36.4,偶爾
33.0,經理,單身,大學,市話,14.0,16,93.994,-36.4,偶爾
47.0,技術員,已婚,專科,手機,329.0,4,93.2,-42.0,一次
47.0,自僱人士,已婚,大學,手機,109.0,2,93.444,-36.1,從未
48.0,技術員,已婚,大學,手機,64.0,1,93.444,-36.1,一次
27.0,無業,已婚,國中,市話,399.0,8,93.91799999999999,-42.7,頻繁
29.0,藍領,單身,國中,市話,158.0,1,94.465,-41.8,從未
25.0,主管,單身,大學,手機,80.0,2,92.89299999999999,-46.2,一次
32.0,主管,單身,大學,市話,85.0,2,94.465,-41.8,頻繁
38.0,主管,已婚,大學,市話,337.0,3,92.649,-30.1,偶爾
46.0,經理,已婚,大學,手機,83.0,2,94.601,-49.5,從未
55.0,主管,已婚,高中,手機,177.0,5,92.963,-40.8,從未
52.0,藍領,已婚,小學,手機,80.0,1,93.91799999999999,-42.7,頻繁
51.0,技術員,已婚,專科,手機,297.0,1,93.075,-47.1,頻繁
27.0,技術員,單身,專科,手機,209.0,2,92.89299999999999,-46.2,頻繁
37.0,主管,已婚,大學,手機,137.0,1,94.76700000000001,-50.8,一次
37.0,主管,單身,大學,手機,96.0,2,94.215,-40.3,偶爾
60.0,主管,已婚,國中,手機,60.0,2,93.444,-36.1,從未
34.0,藍領,已婚,小學,市話,239.0,8,94.465,-41.8,一次
45.0,藍領,已婚,國中,市話,157.0,3,93.994,-36.4,從未
39.0,技術員,單身,大學,手機,224.0,1,93.444,-36.1,頻繁
33.0,技術員,離婚,專科,手機,72.0,4,93.91799999999999,-42.7,偶爾
25.0,服務業,單身,高中,市話,729.0,2,94.465,-41.8,頻繁
35.0,家管,單身,專科,手機,111.0,1,93.444,-36.1,一次
40.0,經理,已婚,國中,手機,179.0,1,93.075,-47.1,頻繁
52.0,退休,已婚,高中,市話,141.0,2,94.465,-41.8,頻繁
55.0,企業家,離婚,未知,手機,67.0,9,93.91799999999999,-42.7,一次
33.0,主管,已婚,大學,市話,56.0,3,93.994,-36.4,從未
51.0,藍領,離婚,小學,市話,180.0,2,93.994,-36.4,一次
36.0,經理,已婚,大學,市話,8.0,1,93.994,-36.4,偶爾
58.0,主管,已婚,大學,市話,9.0,1,94.601,-49.5,從未
36.0,學生,單身,國中,手機,432.0,3,92.89299999999999,-46.2,頻繁
38.0,技術員,單身,專科,手機,253.0,1,93.2,-42.0,偶爾
26.0,學生,單身,小學,手機,802.0,2,92.89299999999999,-46.2,從未
43.0,藍領,已婚,小學,市話,111.0,1,93.994,-36.4,頻繁
31.0,經理,已婚,大學,手機,305.0,1,92.963,-40.8,偶爾
47.0,技術員,離婚,專科,手機,147.0,2,93.91799999999999,-42.7,從未
47.0,藍領,單身,國中,手機,68.0,2,93.075,-47.1,頻繁
29.0,主管,離婚,大學,手機,660.0,3,93.075,-47.1,一次
45.0,企業家,已婚,大學,手機,567.0,2,93.075,-47.1,從未
61.0,藍領,已婚,小學,手機,74.0,2,92.89299999999999,-46.2,一次
31.0,技術員,已婚,大學,市話,57.0,4,92.649,-30.1,偶爾
34.0,主管,已婚,高中,手機,191.0,1,92.89299999999999,-46.2,偶爾
37.0,技術員,單身,專科,手機,347.0,1,93.2,-42.0,一次
51.0,服務業,單身,國中,手機,484.0,1,93.91799999999999,-42.7,從未
27.0,主管,單身,大學,手機,179.0,1,92.89299999999999,-46.2,偶爾
32.0,技術員,已婚,大學,手機,123.0,1,93.444,-36.1,偶爾
31.0,經理,已婚,大學,手機,144.0,2,92.89299999999999,-46.2,頻繁
50.0,主管,已婚,大學,手機,587.0,2,92.20100000000001,-31.4,從未
47.0,主管,離婚,大學,手機,213.0,2,93.2,-42.0,偶爾
41.0,技術員,單身,專科,手機,179.0,1,93.444,-36.1,一次
29.0,自僱人士,已婚,大學,市話,116.0,1,93.994,-36.4,從未
24.0,藍領,單身,高中,手機,858.0,3,92.89299999999999,-46.2,頻繁
35.0,技術員,已婚,專科,市話,417.0,1,94.465,-41.8,從未
39.0,企業家,已婚,專科,市話,43.0,8,94.465,-41.8,從未
39.0,自僱人士,單身,小學,市話,83.0,4,93.994,-36.4,頻繁
30.0,主管,已婚,高中,手機,268.0,2,92.89299999999999,-46.2,頻繁
34.0,藍領,已婚,未知,市話,298.0,2,93.994,-36.4,頻繁
40.0,藍領,已婚,國中,市話,951.0,2,93.994,-36.4,一次
34.0,主管,單身,國中,市話,453.0,2,93.994,-36.4,偶爾
47.0,服務業,單身,國中,手機,307.0,1,92.89299999999999,-46.2,頻繁
47.0,經理,已婚,大學,手機,88.0,1,93.444,-36.1,頻繁
30.0,藍領,離婚,國中,市話,29.0,2,93.994,-36.4,偶爾
47.0,技術員,離婚,專科,手機,239.0,1,93.91799999999999,-42.7,頻繁
31.0,技術員,已婚,大學,市話,94.0,1,93.994,-36.4,偶爾
26.0,主管,已婚,高中,市話,120.0,6,94.465,-41.8,從未
46.0,主管,已婚,大學,市話,230.0,3,94.465,-41.8,頻繁
31.0,藍領,已婚,國中,市話,280.0,6,93.91799999999999,-42.7,從未
41.0,藍領,已婚,小學,市話,513.0,3,93.994,-36.4,頻繁
43.0,經理,已婚,大學,手機,93.0,2,93.91799999999999,-42.7,偶爾
45.0,主管,已婚,大學,手機,70.0,3,93.2,-42.0,從未
43.0,主管,已婚,高中,市話,315.0,2,93.994,-36.4,偶爾
36.0,主管,單身,高中,手機,508.0,3,93.075,-47.1,頻繁
73.0,退休,已婚,大學,手機,179.0,1,92.84299999999999,-50.0,從未
49.0,技術員,已婚,專科,市話,429.0,13,94.465,-41.8,偶爾
27.0,主管,單身,高中,手機,167.0,1,92.89299999999999,-46.2,頻繁
43.0,藍領,已婚,小學,市話,87.0,3,93.994,-36.4,偶爾
46.0,主管,已婚,未知,市話,352.0,2,93.994,-36.4,從未
36.0,技術員,已婚,專科,手機,205.0,5,93.444,-36.1,偶爾
39.0,經理,單身,大學,手機,11.0,12,92.89299999999999,-46.2,頻繁
40.0,無業,已婚,國中,手機,68.0,2,93.91799999999999,-42.7,一次
60.0,退休,已婚,國中,手機,135.0,1,93.91799999999999,-42.7,從未
31.0,藍領,已婚,高中,手機,128.0,1,92.89299999999999,-46.2,從未
31.0,藍領,已婚,國中,市話,94.0,4,94.465,-41.8,偶爾
31.0,技術員,單身,大學,市話,847.0,2,93.075,-47.1,一次
34.0,主管,單身,高中,市話,194.0,3,93.994,-36.4,偶爾
44.0,藍領,離婚,國中,市話,55.0,2,93.994,-36.4,從未
54.0,藍領,已婚,小學,手機,108.0,1,92.89299999999999,-46.2,偶爾
30.0,技術員,單身,高中,手機,77.0,12,93.444,-36.1,頻繁
41.0,技術員,單身,專科,手機,109.0,1,93.444,-36.1,從未
37.0,主管,單身,大學,手機,183.0,2,92.431,-26.9,一次
39.0,藍領,已婚,高中,市話,480.0,2,93.994,-36.4,一次
57.0,自僱人士,已婚,小學,手機,164.0,2,93.91799999999999,-42.7,頻繁
24.0,家管,已婚,國中,手機,321.0,4,92.89299999999999,-46.2,頻繁
35.0,主管,已婚,大學,手機,630.0,1,93.2,-42.0,從未
31.0,技術員,單身,大學,手機,1313.0,7,92.89299999999999,-46.2,從未
50.0,自僱人士,已婚,專科,手機,73.0,7,93.91799999999999,-42.7,頻繁
48.0,服務業,已婚,專科,手機,98.0,2,93.91799999999999,-42.7,一次
31.0,主管,已婚,大學,手機,596.0,2,93.2,-42.0,偶爾
36.0,服務業,離婚,大學,市話,69.0,2,94.465,-41.8,偶爾
52.0,技術員,離婚,專科,手機,58.0,1,93.444,-36.1,從未
29.0,主管,單身,高中,手機,151.0,2,93.91799999999999,-42.7,頻繁
42.0,藍領,已婚,國中,手機,230.0,1,93.2,-42.0,從未
40.0,技術員,單身,大學,市話,554.0,5,93.444,-36.1,偶爾
30.0,主管,離婚,大學,手機,280.0,2,93.444,-36.1,一次
51.0,技術員,已婚,國中,手機,166.0,2,93.91799999999999,-42.7,頻繁
31.0,技術員,已婚,專科,手機,298.0,1,93.444,-36.1,頻繁
53.0,企業家,離婚,大學,市話,383.0,2,93.91799999999999,-42.7,頻繁
44.0,藍領,已婚,高中,市話,13.0,5,93.994,-36.4,從未
30.0,技術員,單身,專科,市話,220.0,3,93.994,-36.4,偶爾
26.0,藍領,單身,小學,市話,371.0,1,93.994,-36.4,頻繁
57.0,主管,已婚,大學,市話,104.0,1,93.91799999999999,-42.7,頻繁
44.0,主管,已婚,國中,手機,170.0,1,92.89299999999999,-46.2,偶爾
24.0,技術員,單身,國中,手機,18.0,8,93.91799999999999,-42.7,從未
47.0,藍領,離婚,小學,手機,265.0,3,93.444,-36.1,從未
31.0,服務業,單身,高中,市話,31.0,9,92.89299999999999,-46.2,從未
62.0,藍領,已婚,小學,手機,123.0,1,92.649,-30.1,一次
29.0,技術員,單身,高中,手機,410.0,5,92.89299999999999,-46.2,頻繁
37.0,技術員,單身,專科,手機,226.0,1,94.76700000000001,-50.8,偶爾
39.0,經理,已婚,大學,手機,102.0,1,93.2,-42.0,頻繁
40.0,主管,已婚,大學,市話,404.0,7,93.994,-36.4,偶爾
41.0,藍領,已婚,國中,手機,12.0,8,92.89299999999999,-46.2,從未
30.0,藍領,單身,國中,手機,348.0,1,92.89299999999999,-46.2,偶爾
52.0,企業家,已婚,大學,手機,167.0,3,93.91799999999999,-42.7,一次
24.0,經理,單身,大學,市話,107.0,1,93.2,-42.0,從未
41.0,藍領,離婚,小學,市話,1575.0,1,93.994,-36.4,偶爾
24.0,服務業,單身,高中,市話,221.0,1,94.465,-41.8,頻繁
46.0,無業,離婚,小學,手機,366.0,3,93.2,-42.0,偶爾
51.0,企業家,離婚,大學,市話,60.0,2,94.465,-41.8,一次
40.0,技術員,已婚,專科,手機,115.0,1,93.444,-36.1,偶爾
50.0,主管,已婚,高中,手機,93.0,3,93.2,-42.0,偶爾
47.0,藍領,離婚,國中,手機,504.0,2,93.91799999999999,-42.7,從未
34.0,主管,已婚,大學,手機,137.0,1,93.444,-36.1,一次
40.0,經理,已婚,大學,手機,121.0,1,92.20100000000001,-31.4,頻繁
55.0,主管,已婚,高中,市話,5.0,3,93.994,-36.4,偶爾
56.0,經理,已婚,大學,手機,76.0,2,93.2,-42.0,一次
51.0,無業,已婚,國中,手機,280.0,2,92.963,-40.8,從未
52.0,藍領,已婚,小學,市話,154.0,2,94.465,-41.8,從未
51.0,藍領,離婚,國中,市話,518.0,2,93.994,-36.4,一次
26.0,技術員,單身,大學,手機,173.0,3,92.89299999999999,-46.2,從未
44.0,服務業,已婚,高中,手機,190.0,4,93.91799999999999,-42.7,頻繁
47.0,主管,離婚,大學,市話,121.0,4,94.465,-41.8,一次
32.0,藍領,離婚,專科,手機,261.0,13,93.91799999999999,-42.7,從未
35.0,藍領,已婚,國中,手機,25.0,6,92.89299999999999,-46.2,偶爾
36.0,技術員,單身,專科,手機,216.0,1,93.2,-42.0,偶爾
29.0,主管,單身,國中,市話,1298.0,2,94.465,-41.8,偶爾
36.0,藍領,已婚,國中,手機,70.0,1,93.2,-42.0,頻繁
52.0,服務業,已婚,高中,手機,930.0,1,92.89299999999999,-46.2,偶爾
59.0,主管,離婚,小學,手機,193.0,1,93.876,-40.0,從未
40.0,服務業,已婚,高中,手機,72.0,1,93.075,-47.1,偶爾
37.0,技術員,已婚,大學,手機,246.0,1,93.876,-40.0,從未
41.0,藍領,已婚,國中,手機,473.0,1,93.91799999999999,-42.7,偶爾
49.0,技術員,單身,大學,市話,56.0,1,93.994,-36.4,頻繁
29.0,主管,單身,大學,手機,153.0,3,93.444,-36.1,一次
32.0,技術員,已婚,大學,手機,12.0,8,93.444,-36.1,一次
38.0,經理,已婚,高中,市話,224.0,1,92.89299999999999,-46.2,頻繁
30.0,技術員,離婚,國中,市話,188.0,1,93.994,-36.4,偶爾
48.0,主管,已婚,大學,手機,122.0,1,93.2,-42.0,一次
30.0,企業家,已婚,高中,手機,706.0,1,93.2,-42.0,頻繁
36.0,技術員,單身,專科,手機,230.0,5,93.91799999999999,-42.7,一次
41.0,自僱人士,已婚,國中,手機,145.0,2,93.2,-42.0,一次
58.0,退休,已婚,專科,手機,318.0,1,93.2,-42.0,偶爾
47.0,技術員,已婚,專科,手機,66.0,2,93.91799999999999,-42.7,頻繁
26.0,學生,單身,未知,手機,733.0,1,92.37899999999999,-29.8,從未
54.0,技術員,離婚,大學,手機,155.0,3,93.444,-36.1,偶爾
42.0,主管,單身,大學,市話,91.0,1,93.994,-36.4,一次
25.0,主管,單身,大學,手機,431.0,3,92.963,-40.8,一次
32.0,經理,已婚,大學,手機,1011.0,1,93.91799999999999,-42.7,頻繁
74.0,退休,離婚,小學,手機,106.0,2,94.215,-40.3,頻繁
40.0,主管,已婚,高中,手機,326.0,1,93.075,-47.1,偶爾
42.0,無業,單身,小學,市話,51.0,1,93.994,-36.4,偶爾
31.0,藍領,已婚,國中,市話,439.0,2,93.994,-36.4,頻繁
43.0,藍領,已婚,國中,手機,288.0,3,92.89299999999999,-46.2,頻繁
55.0,企業家,已婚,大學,手機,322.0,4,93.91799999999999,-42.7,一次
55.0,藍領,已婚,國中,手機,159.0,2,93.444,-36.1,偶爾
40.0,技術員,已婚,國中,市話,168.0,2,94.465,-41.8,頻繁
26.0,未知,單身,國中,手機,64.0,1,92.89299999999999,-46.2,頻繁
36.0,技術員,已婚,專科,手機,449.0,1,92.89299999999999,-46.2,偶爾
39.0,藍領,已婚,未知,手機,79.0,1,93.075,-47.1,從未
49.0,藍領,已婚,國中,手機,280.0,3,93.444,-36.1,偶爾
52.0,經理,離婚,大學,手機,161.0,1,93.2,-42.0,頻繁
51.0,無業,已婚,高中,市話,204.0,2,94.465,-41.8,偶爾
39.0,技術員,單身,大學,手機,119.0,1,92.89299999999999,-46.2,偶爾
45.0,藍領,已婚,國中,市話,252.0,2,94.465,-41.8,偶爾
33.0,藍領,單身,小學,手機,209.0,1,92.89299999999999,-46.2,偶爾
